621,1377299093, 500.00
621,1377299125,501.0
621,1377299130,501.0
621,1377299133,501.0
621,1377299138,506.0
621,1377299143,512.0
621,1377299148,506.0
621,1377299153,509.0
621,1377299158,509.0
621,1377299163,506.0
621,1377299168,506.0
621,1377299173,506.0
621,1377299178,501.0
621,1377299183,501.0
621,1377299188,501.0
621,1377299193,504.0
621,1377299198,500.0
621,1377299203,495.0
621,1377299208,500.0
621,1377299213,504.0
621,1377299218,506.0
621,1377299223,506.0
621,1377299228,517.0
621,1377299233,517.0
621,1377299238,522.0
621,1377299243,511.0
621,1377299248,511.0
621,1377299253,517.0
621,1377299258,516.0
621,1377299263,512.0
621,1377299268,514.0
621,1377299273,510.0
621,1377299278,513.0
621,1377299283,507.0
621,1377299288,514.0
621,1377299293,511.0
621,1377299298,509.0
621,1377299303,510.0
621,1377299308,512.0
621,1377299313,512.0
621,1377299318,506.0
621,1377299323,509.0
621,1377299328,512.0
621,1377299333,506.0
621,1377299338,512.0
621,1377299343,511.0
621,1377299348,512.0
621,1377299353,517.0
621,1377299358,512.0
621,1377299363,501.0
621,1377299368,505.0
621,1377299373,506.0
621,1377299378,494.0
621,1377299383,504.0
621,1377299388,501.0
621,1377299393,509.0
621,1377299398,495.0
621,1377299403,490.0
621,1377299408,491.0
621,1377299413,487.0
621,1377299418,497.0
621,1377299423,501.0
621,1377299428,501.0
621,1377299433,501.0
621,1377299438,517.0
621,1377299443,501.0
621,1377299448,503.0
621,1377299453,499.0
621,1377299458,504.0
621,1377299463,509.0
621,1377299468,509.0
621,1377299473,501.0
621,1377299478,506.0
621,1377299483,501.0
621,1377299488,494.0
621,1377299493,491.0
621,1377299498,509.0
621,1377299503,501.0
621,1377299508,506.0
621,1377299513,507.0
621,1377299518,516.0
621,1377299523,503.0
621,1377299528,506.0
621,1377299533,506.0
621,1377299538,506.0
621,1377299543,503.0
621,1377299548,505.0
621,1377299553,509.0
621,1377299558,501.0
621,1377299563,500.0
621,1377299568,501.0
621,1377299573,501.0
621,1377299578,504.0
621,1377299583,501.0
621,1377299588,506.0
621,1377299593,501.0
621,1377299598,501.0
621,1377299603,506.0
621,1377299608,501.0
621,1377299613,506.0
621,1377299618,501.0
621,1377299623,501.0
621,1377299628,503.0
621,1377299633,506.0
621,1377299638,501.0
621,1377299643,498.0
621,1377299648,501.0
621,1377299653,497.0
621,1377299658,494.0
621,1377299663,501.0
621,1377299668,514.0
621,1377299673,511.0
621,1377299678,522.0
621,1377299683,522.0
621,1377299688,514.0
621,1377299693,514.0
621,1377299698,501.0
621,1377299703,504.0
621,1377299708,498.0
621,1377299713,506.0
621,1377299718,509.0
621,1377299723,514.0
621,1377299728,511.0
621,1377299733,514.0
621,1377299738,506.0
621,1377299743,513.0
621,1377299748,514.0
621,1377299753,514.0
621,1377299758,514.0
621,1377299763,506.0
621,1377299768,512.0
621,1377299773,514.0
621,1377299778,529.0
621,1377299783,509.0
621,1377299788,512.0
621,1377299793,506.0
621,1377299798,506.0
621,1377299803,501.0
621,1377299808,503.0
621,1377299813,501.0
621,1377299818,509.0
621,1377299823,509.0
621,1377299828,501.0
621,1377299833,506.0
621,1377299838,501.0
621,1377299843,501.0
621,1377299848,504.0
621,1377299853,506.0
621,1377299858,512.0
621,1377299863,520.0
621,1377299868,511.0
621,1377299873,517.0
621,1377299878,514.0
621,1377299883,510.0
621,1377299888,513.0
621,1377299893,511.0
621,1377299898,506.0
621,1377299903,510.0
621,1377299908,510.0
621,1377299913,513.0
621,1377299918,512.0
621,1377299923,514.0
621,1377299928,514.0
621,1377299933,520.0
621,1377299938,520.0
621,1377299943,510.0
621,1377299948,510.0
621,1377299953,507.0
621,1377299958,503.0
621,1377299963,509.0
621,1377299968,506.0
621,1377299973,512.0
621,1377299978,506.0
621,1377299983,504.0
621,1377299988,506.0
621,1377299993,503.0
621,1377299998,517.0
621,1377300003,511.0
621,1377300008,525.0
621,1377300013,533.0
621,1377300018,522.0
621,1377300023,517.0
621,1377300028,522.0
621,1377300033,514.0
621,1377300038,510.0
621,1377300043,517.0
621,1377300048,508.0
621,1377300053,512.0
621,1377300058,514.0
621,1377300063,514.0
621,1377300068,512.0
621,1377300073,513.0
621,1377300078,512.0
621,1377300083,503.0
621,1377300088,515.0
621,1377300093,509.0
621,1377300098,517.0
621,1377300103,514.0
621,1377300108,517.0
621,1377300113,510.0
621,1377300118,511.0
621,1377300123,520.0
621,1377300128,520.0
621,1377300133,520.0
621,1377300138,506.0
621,1377300143,501.0
621,1377300148,503.0
621,1377300153,517.0
621,1377300158,506.0
621,1377300163,512.0
621,1377300168,501.0
621,1377300173,506.0
621,1377300178,513.0
621,1377300183,509.0
621,1377300188,509.0
621,1377300193,517.0
621,1377300198,517.0
621,1377300203,520.0
621,1377300208,517.0
621,1377300213,514.0
621,1377300218,514.0
621,1377300223,520.0
621,1377300228,519.0
621,1377300233,511.0
621,1377300238,516.0
621,1377300243,509.0
621,1377300248,509.0
621,1377300253,506.0
621,1377300258,506.0
